Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Link,Notes
CMA 2022 #95,05/02/22 Regular,05/02/22,10,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16195&CssClass=,
CMA 2022 #96,05/02/22 Regular,05/02/22,11,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16197&CssClass=,
CMA 2022 #97,05/02/22 Regular,05/02/22,12,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16208&CssClass=,
CMA 2022 #98,05/02/22 Regular,05/02/22,13,Appropriation,,,zondervan,Charter Right,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16196&CssClass=,by zondervan
CMA 2022 #99,05/02/22 Regular,05/02/22,14,Transmitting Communication,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16190&CssClass=,
CMA 2022 #100,05/09/22 Regular,05/09/22,1,Awaiting Report Response,,POR 2022 #45,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16245&CssClass=,
CMA 2022 #101,05/09/22 Regular,05/09/22,2,Awaiting Report Response,,POR 2021 #273,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16242&CssClass=,
CMA 2022 #102,05/09/22 Regular,05/09/22,3,Awaiting Report Response,,POR 2022 #68,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16246&CssClass=,
CMA 2022 #103,05/09/22 Regular,05/09/22,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16247&CssClass=,
CMA 2022 #104,05/09/22 Regular,05/09/22,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16250&CssClass=,
CMA 2022 #105,05/09/22 Regular,05/09/22,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16252&CssClass=,
CMA 2022 #106,05/09/22 Regular,05/09/22,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16251&CssClass=,
CMA 2022 #107,05/09/22 Regular,05/09/22,8,Awaiting Report Response,,POR 2022 #82,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16253&CssClass=,
CMA 2022 #108,05/09/22 Regular,05/09/22,9,Transmitting Communication,,POR 2022 #81,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16254&CssClass=,CAL #9
CMA 2022 #109,05/16/22 Regular,05/16/22,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16286&CssClass=,
CMA 2022 #110,05/16/22 Regular,05/16/22,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16287&CssClass=,
CMA 2022 #111,05/16/22 Regular,05/16/22,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16285&CssClass=,
CMA 2022 #112,05/16/22 Regular,05/16/22,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16288&CssClass=,
CMA 2022 #113,05/16/22 Regular,05/16/22,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16289&CssClass=,
CMA 2022 #114,05/16/22 Regular,05/16/22,6,Transmitting Communication,,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16301&CssClass=,CAL #2
CMA 2022 #115,05/23/22 Regular,05/23/22,1,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16324&CssClass=,
CMA 2022 #116,05/23/22 Regular,05/23/22,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16325&CssClass=,
CMA 2022 #117,05/23/22 Regular,05/23/22,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16330&CssClass=,
CMA 2022 #118,06/06/22 Regular,06/06/22,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16382&CssClass=,
CMA 2022 #119,06/06/22 Regular,06/06/22,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16385&CssClass=,
CMA 2022 #120,06/06/22 Regular,06/06/22,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16386&CssClass=,
CMA 2022 #121,06/06/22 Regular,06/06/22,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16388&CssClass=,
CMA 2022 #122,06/06/22 Regular,06/06/22,5,Awaiting Report Response,,POR 2022 #54,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16384&CssClass=,
CMA 2022 #123,06/06/22 Regular,06/06/22,6,Transmitting Communication,,,,Ordained as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16389&CssClass=,
CMA 2022 #124,06/13/22 Regular,06/13/22,1,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16445&CssClass=,
CMA 2022 #125,06/13/22 Regular,06/13/22,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16470&CssClass=,
CMA 2022 #126,06/13/22 Regular,06/13/22,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16468&CssClass=,
CMA 2022 #127,06/13/22 Regular,06/13/22,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16469&CssClass=,
CMA 2022 #128,06/13/22 Regular,06/13/22,5,Transmitting Communication,,,,REFERRED TO THE PETITION,8-0-1,yes,yes,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16446&CssClass=,
CMA 2022 #129,06/13/22 Regular,06/13/22,6,Transmitting Communication,,,,REFERRED TO THE PETITION,8-0-1,yes,yes,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16387&CssClass=,
CMA 2022 #130,06/13/22 Regular,06/13/22,7,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16444&CssClass=,
CMA 2022 #131,06/13/22 Regular,06/13/22,8,Transmitting Communication,,,,PASSED TO A SECOND READING,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16471&CssClass=,
CMA 2022 #132,06/13/22 Regular,06/13/22,9,Awaiting Report Response,,POR 2022 #42,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16480&CssClass=,
CMA 2022 #133,06/13/22 Regular,06/13/22,10,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16476&CssClass=,4 Order's Adopted
CMA 2022 #134,06/13/22 Regular,06/13/22,11,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16473&CssClass=,
CMA 2022 #135,06/27/22 Regular,06/27/22,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16535&CssClass=,
CMA 2022 #136,06/27/22 Regular,06/27/22,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16533&CssClass=,
CMA 2022 #137,06/27/22 Regular,06/27/22,3,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16534&CssClass=,
CMA 2022 #138,06/27/22 Regular,06/27/22,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16524&CssClass=,
CMA 2022 #139,06/27/22 Regular,06/27/22,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16525&CssClass=,
CMA 2022 #140,06/27/22 Regular,06/27/22,6,Awaiting Report Response,,POR 2022 #89,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16532&CssClass=,
CMA 2022 #141,06/27/22 Regular,06/27/22,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16528&CssClass=,
CMA 2022 #142,06/27/22 Regular,06/27/22,8,Appropriation,,,zondervan,Charter Right,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16538&CssClass=,EXERCISED BY COUNCILLOR ZONDERVAN
CMA 2022 #143,06/27/22 Regular,06/27/22,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16526&CssClass=,
CMA 2022 #144,06/27/22 Regular,06/27/22,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16527&CssClass=,
CMA 2022 #145,06/27/22 Regular,06/27/22,11,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16529&CssClass=,
CMA 2022 #146,06/27/22 Regular,06/27/22,12,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16566&CssClass=,ADOPTED 3 ORDERS
CMA 2022 #147,08/01/22 Special,08/01/22,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16645&CssClass=,
CMA 2022 #148,08/01/22 Special,08/01/22,2,Transmitting Communication,,,,APPROVED,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16652&CssClass=,
CMA 2022 #149,08/01/22 Special,08/01/22,3,Transmitting Communication,,,,APPROVED,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16653&CssClass=,
CMA 2022 #150,08/01/22 Special,08/01/22,4,Transmitting Communication,,,,APPROVED,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16667&CssClass=,
CMA 2022 #151,08/01/22 Special,08/01/22,5,Transmitting Communication,,,,APPROVED,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16648&CssClass=,
CMA 2022 #152,08/01/22 Special,08/01/22,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16640&CssClass=,
CMA 2022 #153,08/01/22 Special,08/01/22,7,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16646&CssClass=,
CMA 2022 #154,08/01/22 Special,08/01/22,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16630&CssClass=,
CMA 2022 #155,08/01/22 Special,08/01/22,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16637&CssClass=,
CMA 2022 #156,08/01/22 Special,08/01/22,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16632&CssClass=,
CMA 2022 #157,08/01/22 Special,08/01/22,11,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16633&CssClass=,
CMA 2022 #158,08/01/22 Special,08/01/22,12,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16634&CssClass=,
CMA 2022 #159,08/01/22 Special,08/01/22,13,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16635&CssClass=,
CMA 2022 #160,08/01/22 Special,08/01/22,14,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16636&CssClass=,
CMA 2022 #161,08/01/22 Special,08/01/22,15,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16638&CssClass=,
CMA 2022 #162,08/01/22 Special,08/01/22,16,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16639&CssClass=,
CMA 2022 #163,08/01/22 Special,08/01/22,17,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16642&CssClass=,
CMA 2022 #164,08/01/22 Special,08/01/22,18,Awaiting Report Response,AR-22-31,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16649&CssClass=,
CMA 2022 #165,08/01/22 Special,08/01/22,19,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16650&CssClass=,
CMA 2022 #166,08/01/22 Special,08/01/22,20,Awaiting Report Response,AR-21-35,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16666&CssClass=,Housing Committee
CMA 2022 #167,08/01/22 Special,08/01/22,21,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4102&MediaPosition=&ID=16668&CssClass=,
CMA 2022 #168,09/12/22 Regular,09/12/22,1,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,yes,absent,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16776&CssClass=,
CMA 2022 #169,09/12/22 Regular,09/12/22,2,Awaiting Report Response,,POR 2022 #144,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16766&CssClass=,
CMA 2022 #170,09/12/22 Regular,09/12/22,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16791&CssClass=,
CMA 2022 #171,09/12/22 Regular,09/12/22,4,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16790&CssClass=,19 ORDERS ADOPTED
CMA 2022 #172,09/12/22 Regular,09/12/22,5,Awaiting Report Response,AR-22-47,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16809&CssClass=,
CMA 2022 #173,09/12/22 Regular,09/12/22,6,Awaiting Report Response,AR-21-49,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16797&CssClass=,
CMA 2022 #174,09/12/22 Regular,09/12/22,7,Awaiting Report Response,AR-22-27,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16799&CssClass=,
CMA 2022 #175,09/12/22 Regular,09/12/22,8,Awaiting Report Response,AR-22-19,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16801&CssClass=,
CMA 2022 #176,09/12/22 Regular,09/12/22,9,Awaiting Report Response,AR-22-22,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16792&CssClass=,
CMA 2022 #177,09/12/22 Regular,09/12/22,10,Awaiting Report Response,AR-22-17,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16772&CssClass=,
CMA 2022 #178,09/12/22 Regular,09/12/22,11,Awaiting Report Response,AR-22-51,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16802&CssClass=,
CMA 2022 #179,09/12/22 Regular,09/12/22,12,Transmitting Communication,,,,Referred to Committee,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4157&MediaPosition=&ID=16786&CssClass=,THE ORDINANCE COMMITTEE
CMA 2022 #180,09/19/22 Regular,09/19/22,1,Awaiting Report Response,AR-22-45,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,yes,yes,yes,absent,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16848&CssClass=,
CMA 2022 #181,09/19/22 Regular,09/19/22,2,Awaiting Report Response,AR-19-145,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16849&CssClass=,
CMA 2022 #182,09/19/22 Regular,09/19/22,3,Awaiting Report Response,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16852&CssClass=,
CMA 2022 #183,10/03/22 Regular,10/03/22,1,Awaiting Report Response,AR-22-61,,,NOT ACCEPTED,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16989&CssClass=,
CMA 2022 #184,10/03/22 Regular,10/03/22,2,Awaiting Report Response,AR-22-41,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16990&CssClass=,
CMA 2022 #185,10/03/22 Regular,10/03/22,3,Awaiting Report Response,,POR 2022 #167,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16991&CssClass=,
CMA 2022 #186,10/03/22 Regular,10/03/22,4,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=17001&CssClass=,
CMA 2022 #187,10/03/22 Regular,10/03/22,5,Awaiting Report Response,AR-22-62,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16997&CssClass=,
